1,0.25688801,-1.6905793,0.78853562,0.20094162,0.5833427,0.72396127,0.17725176,0.64999732,-1.0238659,0.75101802
1,0.061194162,1.2168558,-0.67409288,-0.3895376,-0.61583462,0.084634421,0.082001595,-1.3184298,1.0161791,1.2831142
2,-0.47044209,0.0069031462,-0.13409702,-0.31425513,-1.2374564,-0.86858837,-0.60332723,0.20576633,-1.8288982,0.12621982
2,-0.98916782,0.067301925,-0.081853518,0.43526419,-0.65648609,0.99461647,0.6045873,-1.5601063,0.34662401,-0.37450212
2,-1.2127533,-0.47448414,1.2508961,1.0126375,0.77149796,-2.7453519,-1.0008803,1.3941183,-0.70869818,-1.5966425
2,-1.0973039,-0.68639237,0.6010199,1.1690118,-1.4481775,-0.35733514,-1.4464934,-0.32903051,0.55369072,1.5656346
2,0.17543146,1.7081229,-1.1274056,-0.19748402,-1.330593,-0.20396887,-0.28672317,-0.23735406,0.89179123,-0.59181836
2,-0.10956259,-1.2468724,-0.56835011,-0.39230125,-0.28199267,-1.0138653,-0.3029452,0.24464569,-1.0621512,-1.0436773
2,0.1172412,-0.081408485,-1.7776504,0.38194208,-1.6602855,-2.3293138,-1.1652984,-0.55042784,-1.5661503,1.6844755
1,1.0205367,-0.47925243,0.17136044,0.98066474,-1.1604709,-0.74874829,0.65998973,-0.574091,-0.94616651,-0.63485732
1,-0.20950165,-0.74113937,-0.74304456,0.31822734,-0.2615747,-0.22686818,0.42391411,0.99890625,0.1747171,-0.20078292
2,0.10328163,1.1967463,-0.92552693,0.25579313,-0.36804982,-0.57907599,-1.1631083,-3.1354926,-0.31345467,0.62055837
2,0.83943749,0.68194539,1.1745952,-0.010630425,0.10093242,-0.77865122,-3.0194117,-0.41758859,0.1774406,0.073207297
2,0.73448575,1.6225757,-0.98201785,0.65853705,-0.1243663,0.3708383,-0.86776093,-0.75704537,1.3288635,-0.83532386
1,-0.19956488,-1.835438,0.58585471,-0.58232078,-1.8183838,0.25093246,0.67585695,1.4953708,-0.79520009,-0.61456665
1,-0.9025584,-0.40745172,-0.5983226,1.4458453,0.70086887,-0.48216602,0.14147325,-0.9267965,1.2802263,0.69177297
2,1.4900995,0.79155916,-0.4975036,-0.84604218,1.2292939,-1.8634969,-0.59357692,-0.24241267,1.7856496,0.9066125
2,-1.6451221,-0.91105319,-1.5975925,-1.1141644,-0.62072639,0.59638527,-0.04765469,-0.31670469,-0.55199981,-0.35970599
2,1.4026912,-0.47571908,-3.1021145,-0.07728788,0.45210469,-0.82902142,1.2347126,1.207191,1.0362551,1.0480709
2,-0.30936564,-2.335677,-0.20677025,-1.0095703,1.9361014,-0.59320984,0.86634859,-0.20914554,1.19352,0.5464204
2,0.88883456,0.96166194,0.12862024,0.23182846,0.38601872,1.2817652,1.7544197,0.12540033,0.32848216,0.84549412
1,0.80258588,-0.19692421,-1.0999108,-0.020716988,0.16230997,0.1563329,0.049661717,-0.24123122,-0.029226571,-0.85940438
2,0.3248167,0.51905975,-1.2345811,-1.0478783,-0.55732997,0.30344609,-1.5465353,0.5458275,0.52253012,0.57210802
2,0.41553176,1.2601456,-0.60229663,-0.9377518,-1.4468811,-1.0835196,-1.0709614,0.80996941,0.69137511,1.2537609
2,-1.2501747,0.20215022,-0.0079024769,1.9130136,-0.30965142,-0.98854313,1.109967,0.033135321,-1.7971724,-0.11460206
2,0.13403068,-0.29251157,-0.69386564,0.77666592,-0.47360085,1.2065454,1.0582348,0.06845093,-0.10670386,-0.021798994
1,-0.14579503,0.20452028,0.28713699,-0.41935819,-0.76607209,0.36833865,0.87375717,1.7200265,-1.1820686,1.4042338
2,-0.16635165,1.1057804,-0.92599275,-1.111009,-0.42399748,1.3358812,-0.10071418,1.9563319,-1.5931413,0.39499753
2,-0.66133018,-1.2651536,-1.689559,0.42510986,-0.19124741,1.5893474,-1.0026891,1.7197649,-0.82348951,-0.50239197
2,0.62941575,-1.4741943,1.3654833,-1.311653,-1.218907,-0.5780714,-0.47140791,1.3319984,0.98803818,-0.91471535
1,-0.15238256,1.571732,0.59580465,0.39721178,0.91399346,0.0018516986,0.66862589,-0.097598698,-1.5282159,1.7929947
2,-1.2347489,2.3210116,1.5052322,0.30142943,-0.11128324,0.47720687,-0.63031609,-1.0728805,-0.13393608,2.5561843
1,0.27939889,-1.0069932,0.43752074,-0.093503652,-1.4987557,0.41839315,0.75165949,-0.94900301,-0.87931237,-0.24935766
2,0.047048732,-0.75330723,-1.4072965,-0.36069715,-0.7722083,-0.31334777,-0.66924991,0.65096654,-1.2296074,0.27256531
2,-1.0512286,-0.13898397,0.74048834,0.42859359,0.22968915,0.94249349,-0.51640048,-0.40428921,-0.75709575,-0.28130828
1,0.9157167,1.2048867,0.95886532,-1.3751387,-0.61720851,0.94770384,0.10438299,1.011072,-0.7727224,-0.33092981
2,-0.3090886,-1.3021943,-0.13519445,-1.1484151,-0.011651276,-0.3963486,1.2779376,0.64620383,-1.2461407,0.92326973
2,-0.0032121608,0.25093396,0.14057296,-1.1802385,0.96976114,0.54181286,1.7316322,-0.33178677,-0.42810697,-0.91139025
2,-1.4699103,0.065857959,-1.2217482,0.16433764,-0.78289302,1.4321701,0.4950707,0.70305952,-1.0636867,1.3203483
2,0.53415491,0.84422853,0.30133378,-0.12379532,0.095787822,-0.87498553,-1.4574672,1.0246084,0.045248857,1.2309767
2,-0.69621787,-0.81832687,1.4321506,1.2577582,0.37739777,-1.1385163,0.63848465,0.97171228,-1.2458017,-0.77524222
2,1.9760258,-0.33927726,0.29503029,0.8565318,-1.5631574,-0.91431873,-0.68797091,-1.2277747,0.61475264,0.57179024
2,-2.2113172,-1.1260797,-1.3648752,-0.68652775,-2.4830224,0.51985142,0.49039046,1.6167525,0.30291142,-1.0784877
1,0.22657683,1.3654606,-2.8915459,1.38908,0.65579114,-0.3381901,0.31280587,-0.17378107,-0.6103831,0.078384738
1,1.130341,-0.34130349,-0.26726788,0.97154321,0.75775413,0.60435263,0.39913393,-0.94949146,-1.1773752,0.38488701
2,0.20343937,-0.063454748,-0.39336715,-0.90983409,-1.5831293,1.3550031,-0.75018695,0.97653982,0.80022342,0.074973296
1,0.014911236,0.55094935,-0.069720952,0.50476561,2.6397134,-0.81534201,0.27903693,0.4294628,0.29817573,0.69892026
1,-1.2298672,1.2360919,2.1539484,0.50451895,1.0599896,-0.34705881,0.091432279,1.1251464,2.9346685,0.48745391
2,-1.7267153,1.2000789,0.22427979,0.035407288,-0.39451892,2.9839436,0.82382506,-0.69680171,-0.68016453,1.2909751
2,-0.78195851,-0.30908788,1.3039747,2.67913,0.29799037,-1.340724,0.37508434,0.9019873,-1.1472727,0.51704787
2,0.32579097,0.87898002,0.24969187,0.018803846,-0.2271194,-0.74202043,-0.89727882,1.4842847,-1.4306347,-0.73739133
2,-1.2982198,-0.54448796,-0.81748228,1.1594123,0.038916198,-0.094885149,1.3523726,-0.65923899,0.087142827,-1.3146252
2,0.83491628,-0.26216332,-0.80545729,-0.26576914,-0.48218849,0.39157119,-0.93327876,-0.46821781,0.50102627,-0.93421801
2,-0.8006169,-0.059302177,-0.87748526,-0.028197536,0.24441404,0.18650914,-0.3814144,0.96840118,0.76104997,-0.2091764
2,1.4909348,-0.1777623,0.044496267,-0.087294098,-0.64206833,-0.76211212,-0.25887886,0.94966344,-1.7492668,0.7536419
2,0.35553092,-0.55508472,-0.16887988,-0.61142581,0.42574087,0.88987917,1.7822868,1.7875812,-0.85868522,1.75225
2,-0.57363651,0.020724874,3.7568098,-1.8332675,0.93523138,0.69832812,-0.20060497,-1.3846431,0.27266553,0.35625791
2,-0.55268819,0.56354927,-0.53242492,-0.49969756,2.6176591,2.0328316,1.7302464,0.0099385843,0.73658865,-2.0878786
2,0.70238399,1.1906517,-0.060962453,-0.60200236,-0.41490153,0.13105035,-0.77076672,0.006870385,2.0084988,1.8507048
2,0.88309389,0.37734892,0.11977079,0.34798089,0.43360465,-0.99603304,-0.031580271,0.31627027,-0.14748135,1.8014625
2,0.58171138,0.27264381,-0.14797393,-1.3226785,-1.3616728,0.15243003,-0.49711314,-0.4670277,1.9323146,-0.83699338
2,1.7231432,0.40842688,0.76658208,-0.43385238,0.24289373,-1.2051652,1.8747888,0.05892311,0.25621821,2.2372753
2,-0.8519048,0.2910049,-0.13437456,-0.5402272,-0.39525326,0.39057568,-0.44093632,0.53651929,0.5051019,0.44346316
1,0.22096593,-0.41868128,0.0129803,0.67836823,1.1656548,0.32500579,0.4778493,0.67750173,1.0794776,0.42579574
2,-2.0423047,0.54423479,-0.84707981,1.4325635,-0.11509378,-1.2586097,0.68098637,0.57466792,0.19291694,-1.3047451
2,-1.8117742,0.71746892,-0.55638029,0.74922604,0.48782907,-0.48251687,1.451641,0.44750088,-0.14112794,0.55517616
2,1.8761259,0.71926793,0.74179473,-1.006892,0.1856831,0.029567022,1.4618419,-0.99117239,0.40860474,0.74674513
2,-2.3587503,-0.51843286,-2.2815491,0.55063769,-0.15870728,-0.17342181,0.90692683,0.72804893,-0.27493039,0.083107449
2,-3.7172474,0.75010604,0.57545489,-0.92516499,-2.1995789,-0.44963621,-1.0373287,-0.051608877,-0.82858361,-0.68324995
2,-1.1267618,0.22907711,0.35055479,-2.761929,0.33083388,-0.75509922,0.81081926,0.89006113,-0.65071494,-0.73399369
2,-0.04034579,0.73796147,0.2573343,-0.95044102,-1.2173184,1.9026984,0.51409659,-0.58589041,-0.69511289,-0.49986931
2,-0.55205235,0.31005992,-0.34537106,-0.55294166,-0.60322506,0.90787476,-0.021950631,-0.22897996,0.037882202,-1.0512606
1,-1.3873258,-0.15346974,1.3283646,0.91675941,-0.011084053,-0.16525603,0.20395487,-1.2227647,-0.38209191,-0.38658281
2,0.91885319,1.2920153,-1.2182129,0.17248762,0.68077723,0.24992274,1.6503188,-2.3238835,-2.3955748,0.23260405
2,0.2221816,-0.5534854,-1.3365496,0.10327737,-1.8486243,0.5637981,-0.8919318,-1.204396,1.2594079,0.49224317
2,-0.50051848,-1.0051873,1.5760373,-0.52561124,-1.0879909,1.6767205,0.83097756,0.62916935,0.2015423,-1.2827506
2,0.50154758,0.90085616,0.029167641,-0.63950281,0.56559579,-0.71657938,-0.71972654,-0.18713367,-1.8694395,-0.39362251
2,0.45315644,-0.27486491,-0.74834412,-0.86369374,1.2631618,-1.4952044,0.29329253,0.700172,-0.99667987,-1.6012214
2,2.4399391,-0.076491164,1.9026322,0.16922535,-0.40624101,0.46653116,-3.2252505,0.14852609,-0.42094372,1.3142474
2,0.10563455,-0.18890196,0.27745589,0.25628992,0.28814146,0.018513812,1.9627615,0.16837991,-0.070827657,-0.60092469
2,-0.29709364,-0.088270751,-0.89456295,-0.21058599,0.50257178,-1.3823519,0.99299821,0.32767334,-0.98796638,0.016765694
2,0.37279428,2.1694299,0.22561557,-0.18946497,1.9077478,-1.1595357,-0.3911946,-0.68199245,1.0406345,-0.35841416
2,-0.7761208,-2.7581908,-0.58201483,-0.2328306,-1.0562335,1.5740383,-0.56439049,0.18646586,0.68519827,-0.96004713
2,0.62721451,-0.32856731,0.47929146,-1.4844694,0.30836221,1.2205043,-0.80626491,0.59238131,-0.50344295,-0.22790614
2,-0.95413904,0.13008487,-0.062921895,-1.1231726,0.75603772,-0.13798488,-1.6612595,-0.2094461,-0.1056167,0.04374556
2,-0.24980556,0.41915297,-1.8222848,-0.51206732,0.25953799,-1.0866708,-0.372671,-2.1439578,-2.0766742,-0.42409632
2,-0.30155992,1.5451234,0.38461369,-1.13948,-0.55197104,-0.52097822,-0.62578703,3.6854132,0.11545504,-0.91852863
2,-1.1951822,-0.27317391,0.90910323,1.2811167,1.1588364,-0.20360153,-0.53126601,-1.0821244,-0.1621692,-0.40587276
2,0.042708513,-0.62810718,-0.07457583,0.90769664,-0.24515019,-0.61439715,1.3167656,-1.7386188,-0.23421277,-1.1527048
1,-0.30152711,0.48036557,-0.74255745,-1.9264631,-0.23833522,0.17777968,0.17350405,1.2143403,-0.5800274,-0.80657343
2,-0.021152019,1.7190984,-0.40901101,-0.9785104,-0.067619963,-1.5656076,1.6017868,0.30288356,-1.4914009,1.3763332
1,0.86488866,-0.52697307,0.38150593,0.35249606,1.3470537,0.38146023,0.41261932,-0.3384442,-0.036870464,-0.30347637
1,0.19937503,0.50410955,-0.7366592,0.52696847,-1.3813703,-0.29356945,0.11508379,1.6162812,0.3838249,0.51062218
2,-0.48863704,2.2600247,-0.91335395,0.81743867,0.31710344,-0.59351895,-0.010352581,-0.40410535,-0.24804649,-0.46700187
2,1.2501139,0.25863507,-1.3139358,1.4172951,-0.61066921,-0.18590544,-0.71698467,-0.76342987,-1.4062877,1.2618478
2,-1.4246971,0.5127322,-0.025286545,0.90323702,0.40701597,0.076276923,-0.977656,-2.2653382,-1.0081256,0.99723947
2,0.89928603,2.9543172,-1.5108647,-1.5240838,1.1797381,-1.4002067,-0.8350601,0.21224979,1.1441931,0.56722033
2,0.78722739,0.40145786,2.0691665,-0.68569887,-0.74335745,2.4408708,-0.34443888,-0.8081536,-1.713837,0.39006538
2,0.3349922,1.7564217,0.5894233,0.19513143,-1.5122079,-1.3442116,0.38981947,0.1378851,0.15798698,0.18070957
2,0.38933725,-0.42000489,0.53363116,-0.4505854,-0.32922463,1.885212,1.2892908,0.23047217,-0.070566342,-1.189983
2,-1.5459776,1.3646881,-0.6578259,0.79781583,1.2692959,-1.2745532,-1.1151171,-0.5027132,-1.3630592,-1.5157969
2,1.4696031,0.92876673,-1.2449717,1.4646306,-0.79573102,-0.24871869,-0.83389967,0.23859086,-1.8962025,-1.3478896
2,1.1581799,0.80206186,0.099201273,-2.0790139,1.1170277,0.42359835,-1.5064346,-0.83575928,-0.5865443,-0.52260369
2,-1.0030564,-0.4015334,-1.8786034,1.8417934,-0.37108011,-0.56517189,-1.2812208,0.17138138,1.0663426,-0.39410995
2,1.8214662,0.23538304,1.6498505,0.0056044521,2.147649,-1.7790128,-0.81354729,1.7974633,1.1993725,-0.28598504
2,1.0820153,0.62309841,-0.64845602,-0.70788447,0.29317307,-1.2151092,0.10789355,-1.3824525,-1.0407479,-0.47830593
1,0.49617624,0.58345966,1.2879138,-0.86669727,0.78039855,0.81996601,0.062874918,2.3895941,-0.27541061,1.6809864
1,-0.70593611,-0.11403043,1.5582552,-0.66502851,-0.42802648,0.24275299,0.87590033,-0.89315213,1.6496971,-2.6866611
1,1.6897198,-0.0016840636,-1.5473184,-0.56897394,-0.47900006,-0.37853123,0.64470278,1.9927855,0.097498875,-1.5391276
2,-1.0768908,2.187247,-0.5539429,0.19790257,0.74798452,0.69047019,-2.7096192,0.66983777,-0.78858001,-1.4744276
2,0.23904213,0.63473939,-1.2953405,-0.011172009,1.6791658,-1.12781,1.2552157,0.76963607,-0.73558021,0.75086844
2,-0.083285738,-1.4899494,-0.9461211,-0.35248303,-0.20283572,-0.30986774,-1.6166101,0.22014802,1.6203768,0.14952683
2,0.99920795,-0.85278195,3.0436195,0.67616742,-0.22112747,1.3320596,0.13910597,-0.0021745899,1.1917741,-0.36910154
2,-0.044856527,1.0540128,1.9565464,1.8366893,1.9298587,1.806236,-1.8752134,0.92909293,-1.2791548,0.45616836
1,-1.3234155,-0.12700467,0.32102028,0.19749977,-0.47537071,-0.29258583,0.53117213,1.0224104,0.12742461,0.974489
2,0.46004403,-0.21643298,-0.55146235,1.3211552,0.24628422,0.91827766,0.49908539,-1.9482848,-0.49496646,-0.16846658
2,1.5467302,0.90091545,1.2221486,1.9997018,-0.99339869,1.5230075,-0.73913993,0.47268257,-0.17673946,-1.2914586
