2,1.2724929,0.44511735,-1.7499505,-0.62546168,-1.3317582,-1.0039938,0.26631019,1.0293622,-0.29178115,1.1087499,-0.30691801,-0.35540886,-1.0755228,-0.15075814,-0.088055353,-0.076525091,-0.88982136,-0.40908699,-0.32311367,-0.57223336,0.44654178,-1.5937266,0.45019918,-0.39406688,-1.8019471,-0.72333299,-1.2480007,-0.66478978,0.31930556,0.033361047,1.3421008,-0.68239786,-1.5519482,0.5787969,-0.43020321,-0.42183846,-2.9592967,0.30524637,-0.002468613,0.8633416,1.3773137,0.3187348,-0.024696757,-0.9441323,1.5351986,-0.0087098093,1.5560011,-0.97236257,0.10002017,1.2197172,1.1288514,-0.12306911,0.5265678,1.9434554,-0.96021004,1.5318127,-0.4754954,0.80914285,0.37922622,0.053550799,0.96778034,-0.66037876,1.274333,1.6602979,1.167467,-0.90551347,-0.065243875,0.26278071,-0.38356661,-2.2630212,1.2918783,0.017437821,-0.1874718,-0.58623261,-1.2327398,-1.1210717,0.67089531,-0.14767791,-0.16105999,0.91215871,0.19357984,1.4249576,0.032951337,-2.248798,-1.0646849,0.12474503,0.24203769,0.6416806,0.56642772,-1.533257,0.5216464,0.87191809,2.3071897,-0.44187663,1.1378075,-0.047893435,0.428931,-1.3926882,-0.20320048,2.9382074
2,-1.1437072,-0.15212629,0.43360267,-0.61591519,0.90111922,0.68314606,-1.011656,-0.46045602,1.1171389,-0.38107844,0.07563447,0.34398875,-0.96932437,1.0133026,-1.255745,-1.5774639,-0.40577108,0.68011783,-0.20752237,-0.20011912,-1.3772537,0.95752258,-1.607168,-0.030422062,1.0367849,-0.051208533,-1.4849069,0.31606233,0.41507778,-0.58774159,0.13534592,-0.013608776,1.0375173,0.14430209,0.39069693,-0.06696166,-0.19126787,-0.96478173,0.38121517,0.99873352,0.48023638,-0.4860757,-1.5158134,-1.7384358,-0.10014018,-1.1105266,0.54930077,-0.83149082,-0.73449327,1.7019218,-0.39985029,0.095520102,-0.72872266,1.4535367,0.81865998,0.037453855,0.35915324,-0.094575545,0.034226179,-0.64705367,-0.031049444,-0.91154033,-0.27040245,-0.1709986,-1.2988747,0.39711373,1.1553332,-1.002799,0.57968613,0.34366826,0.7631643,0.40097229,-0.40304656,-0.046709806,0.72778482,0.54625025,1.2985793,0.62083453,1.3950523,-0.42969602,0.43898127,1.4023022,0.137796,-0.12198888,0.035571509,-0.93948492,0.41505074,-0.79709194,-0.051263465,1.0531013,1.0795597,-1.0199137,0.38486261,0.17542396,1.3706329,-0.32164124,1.1851229,0.56952602,-0.37011747,-0.69736456
2,-0.63789044,-0.58632939,-0.51881324,0.6674105,-0.25587589,-1.502365,-0.5852678,-1.9660579,-0.75630025,0.83118269,0.81433394,-0.33141949,1.3678097,0.16797532,0.41289146,1.9287212,-0.48470163,0.049558974,0.66237563,-0.181461,-0.90134114,0.18847074,-0.81531869,0.53997277,0.27887642,0.19123814,1.5081398,-1.5817015,0.026574796,-0.22715055,-0.83761245,0.96135452,0.9145243,1.2419634,0.59498489,-0.53166868,2.2303012,-1.1654214,-0.81793667,1.906429,-0.048419697,-0.13872547,-0.99686081,-0.40036177,-0.21489093,0.46299846,-0.42422666,-1.5274388,0.78129374,0.38139393,-0.87623717,0.72931527,0.74560159,1.7168577,1.4075149,-0.78057722,-0.54533639,1.0341469,-0.69469201,1.3267477,0.32943043,1.3012315,-0.36056889,-0.38562908,-2.1884599,1.2745459,-0.80471397,-0.70422569,-0.88175365,-0.9561649,-1.1761536,1.7981658,-0.83576283,1.1321354,0.08621558,0.017375441,-0.81353075,-0.25743525,0.77896352,0.20959281,0.56639489,-0.70825647,0.41342246,1.213776,0.29342024,-0.84955342,0.12137797,0.23814891,-0.18940086,-2.4496055,-0.33526541,0.84728118,0.12901033,-0.26246055,-1.2607856,-0.49901883,0.20945284,0.73528784,1.0983554,0.057136364
2,0.83022185,-0.71646958,-0.94175767,2.8955742,0.5929303,-0.85354963,-1.0296428,0.92667188,0.65174631,0.24243164,-1.1329385,-0.1609359,-0.57146438,2.3746384,0.53085409,-1.7541157,1.222452,0.77647129,-1.5354004,0.54715994,0.10779386,1.0034729,1.3382925,-1.8145427,-0.25740556,0.58425253,-0.08554883,-1.3383839,-1.4021943,0.43163699,-1.6620899,0.19742268,-0.94719555,0.61827531,-0.5027588,0.99237303,0.59640373,1.0473112,-0.4904368,-0.74136548,0.58744222,-0.60827532,-1.36887,-1.365558,-1.0397713,-1.6502191,-0.90213607,-0.10275005,0.14799773,0.58398311,0.93552926,-2.1052151,-1.1842326,0.20761843,-0.079933465,-1.6459564,-0.79145492,-2.2502484,0.17030173,1.3341988,0.64212559,-0.97211529,-0.4100624,0.71730441,-0.52332116,-0.52315463,0.22099007,0.97097453,2.4439969,0.22612012,-0.02502683,-2.0414826,0.48586316,1.7859817,1.1388092,1.051498,0.15982717,-2.3975516,0.68101783,-0.85350119,0.16268294,-0.87396581,0.72592536,1.5443174,0.61795156,0.96012725,-0.58220835,-0.85477471,1.4492997,-1.8704377,0.52021093,-0.75255989,0.90159104,-1.1397859,-0.79833558,-0.77459775,-0.21859419,-0.31219079,-0.54525917,-0.61380183
2,-0.31366113,1.1452769,-1.1418377,-0.19672728,-1.2883697,0.47739215,-0.47473921,-1.0240807,1.3275922,0.26465023,1.8482811,1.2450107,1.0930909,-1.8301891,-1.7609314,-0.35043833,-0.24841968,0.13365955,-0.19108709,2.6591916,-1.1394832,1.0713248,0.34783089,0.33368119,0.94126117,1.4411327,-0.88745586,-0.033790813,-0.30606963,0.14179107,-0.93742446,0.16971137,-1.7962226,1.1143312,-0.3731922,-1.1565045,1.0012351,1.6260398,-0.16937598,-0.59836954,-1.4933328,-0.67809357,1.5209829,-2.3966353,0.14974337,-1.6715053,2.3397998,0.54125893,1.2269326,0.73106506,-0.8998594,0.43814042,-0.083407323,-0.2549327,0.44668572,1.1930301,-1.5603102,0.18227897,-1.1225209,-0.79956582,0.1529193,-0.4058215,1.4640376,0.51414198,0.79308136,0.7320471,-1.2606747,-1.0230478,-1.7085826,-1.0122804,0.28219309,-0.56250653,-1.6467531,0.37924973,0.81502864,-0.7560937,-0.1216542,0.58157085,-2.2719574,-1.4905364,-0.024927679,-2.5353603,0.48945745,1.0386235,-1.5356594,-0.040630518,0.75760306,-1.4071017,1.9704134,-1.3239737,0.68076121,-0.3749813,-0.92668876,1.3747192,-0.68017039,0.34626622,0.78091995,0.42289755,0.00105501,-0.019040879
1,0.18501444,1.8670121,-1.7796871,0.9539105,-0.5661553,1.4123699,-1.0951814,2.6801218,1.2527165,-1.3639293,-0.54045,1.0674346,-1.0426089,0.91199704,-0.71520579,-2.0471471,-2.3971453,-1.0287051,-1.0976962,0.11429158,-0.52094924,-1.4732555,-2.4063787,-0.10636202,0.74860273,-0.90535169,0.021479082,0.14265517,-0.22723822,-0.13802109,-0.27636614,-2.0448534,-0.73361075,-1.211363,-0.91165266,0.15245767,0.39882525,-1.0470596,-0.90964396,-0.79531842,-0.42947114,-0.8518936,-0.1890886,-0.55008915,0.63295775,1.6080165,0.25543064,-0.4873239,0.19700918,1.0768892,0.58317131,-0.5030396,0.89219748,0.30301641,-1.5379,-0.56771907,0.071501166,1.1380193,-0.43028435,-3.1418633,0.46058793,-0.61034657,-1.4356899,-0.91878749,-0.64576363,0.32601906,-0.72421058,-0.68698581,0.22661042,0.89116412,0.54522704,0.066958725,0.44575868,-1.003346,-1.4265355,-0.52703771,0.5419427,-0.68410706,0.47048558,0.2371863,0.30149784,-0.48924592,1.8012073,-0.78607,-1.2331641,0.2866778,-0.80162211,-0.045575465,1.3857494,-0.35988431,-0.34797823,-1.3160015,-1.0692779,-1.1197045,0.29732926,1.9787294,1.2102903,-0.63056401,0.82099667,0.31946978
2,0.79994703,-1.1782895,1.1818119,-1.7439205,1.050631,-0.54925151,0.75481615,-0.33652304,2.4253898,1.6467053,-0.22512098,-1.1411828,-0.31807303,-0.52807658,0.44326749,-0.21468127,0.8004352,0.40773095,1.0293115,-2.0070562,-0.53936444,-0.26172378,1.5896011,0.68878186,-1.4352316,-1.0403101,0.74691932,0.44902008,1.1534595,-1.4045223,-0.70253064,-0.6671828,0.5927036,0.68688327,-0.34750285,-0.45362293,-0.93740334,0.87865134,-0.97523874,0.4532253,1.3607777,0.92869835,0.64416995,0.28578898,-0.072930588,0.70721137,-0.53018215,-1.941263,-0.61617999,0.61528475,-0.52024722,-1.3180295,2.5097328,1.6767469,-1.4560263,0.13040625,1.2073529,-1.2184993,-0.13968229,-1.1598613,0.45640066,-0.21440161,-0.94083857,-0.51821378,-1.3533755,1.2780117,0.56025662,0.41316276,-0.41647396,-0.020678617,0.4439517,-0.29182685,0.59054108,-0.44255793,0.46977775,0.16290619,0.44224016,-0.79470775,-0.029431645,-0.30898132,-1.4062629,-0.45419201,-0.64054178,0.68355228,-0.76612179,-0.86911004,1.6035185,-0.37587776,-0.6375483,-0.49318332,-0.082378494,-0.49520551,1.4098269,-1.1990088,-0.35681097,-1.3114832,-0.22300839,-1.8925329,0.68687386,-0.17937156
2,0.063711924,-1.0098935,-0.65852479,-0.099679273,0.3155298,-1.3389871,-1.211307,-1.1329669,-1.4128898,-1.2503651,-0.12120258,-0.31864524,-0.95679791,-0.53039577,-0.0048327257,1.4057725,-1.2597619,0.77219541,0.41061309,0.57458474,1.1952801,-1.0711018,0.23239787,1.0622756,1.6948982,0.8473952,0.89633484,0.59442343,-0.42092236,-1.4831799,2.0204466,-1.1275665,-1.1377062,0.32510044,0.3914669,-0.42282605,1.0844306,0.60557788,-1.3706278,-0.045424249,0.98901098,-0.098111569,0.76097953,1.0999932,-0.5675155,0.89196826,1.1960487,0.061891114,-0.1716236,-1.3584063,0.05833396,-0.70803193,-0.35363902,0.85140369,0.42326248,-1.0823295,-0.272393,0.45559097,0.60396643,0.48557268,-0.69677219,-1.4480542,1.0504773,1.3112751,-0.17526721,-0.79930248,-2.2567482,-0.24466915,1.3873208,-1.7090848,0.18893163,0.14618716,1.27569,-0.52524775,-0.18700431,0.83180757,-0.33141183,2.3497123,-0.19396774,0.8101903,-0.95664705,-0.21690287,-0.19323391,0.66187153,0.73781935,0.95316916,-2.358137,0.7022785,-0.84763108,-0.17108379,1.7518308,0.37825446,0.77506629,1.155496,1.3111291,1.8018663,-0.43209498,1.349352,-0.47263144,-1.0308596
2,0.23075106,0.062819009,-1.2141535,-0.63049131,-1.7263143,0.30978224,0.13715725,0.31103448,-0.71693528,-0.28532911,-0.87363458,-0.809734,-0.48342387,-0.23561924,-0.99284841,-0.5649644,0.4532671,0.55820393,-0.18668098,-0.33311233,0.32194431,-0.1469202,-0.10328675,1.6300079,-0.14506028,0.60248417,0.53099331,0.88814994,0.60671771,-0.10432684,1.0006118,-1.9592819,0.34538874,0.55210891,0.9587612,-0.073939887,-0.23602772,1.121414,0.49279149,-0.29884068,1.8220614,-1.3460815,-0.16332234,0.76709948,-0.73779475,0.32191286,1.6688795,-3.4805884,0.64478254,-1.8705061,0.33797651,1.3322202,-0.56135798,-0.13250321,0.10518558,0.60682526,2.771547,-0.22921801,-1.5879835,-1.6190371,-0.19036381,-0.81479154,-0.38543196,-0.11831425,-0.280549,1.0574536,-0.29474444,0.37585978,-1.65891,0.87351347,1.1125242,0.64295633,0.56819039,-1.0714571,-0.48070488,-0.33708506,-0.15333539,0.43575541,0.99564568,2.0708356,0.30348314,0.22301293,0.84067663,-2.063468,-2.0344665,-1.3373433,-0.6661513,-0.27036063,-0.1389064,0.70209685,-1.0707761,-0.7398617,-0.56395312,0.57777162,0.69908905,0.083375129,-0.63519119,-0.15882671,0.32489622,0.31738689
2,0.96113083,0.087822673,-0.57995395,-0.72857217,1.7476896,0.36427587,0.78705719,-1.2412744,1.2100274,0.52659397,-0.83463599,-2.2354066,1.2806861,1.1248813,-0.4009342,-1.7794627,-0.079886013,0.032346205,0.45083081,-0.22222073,1.9277102,-0.28233958,1.4840407,0.057039878,1.1367364,0.94308212,0.9478991,0.56720374,-0.34689874,0.066301873,-1.2710382,0.24037112,-0.072459123,0.63211847,1.767017,-1.2182203,-0.22676883,0.42622478,-1.0141574,-0.16518579,-0.60131537,-0.34024909,-1.0497764,-2.089727,-0.76597864,0.08940311,-0.11698522,0.54843178,-0.94929869,0.56165606,0.88083195,-0.47225118,-0.18144752,0.17114271,-0.33990474,0.77243677,-0.34784545,0.45701302,-0.31455402,0.31122517,1.561424,-0.28925103,1.2176767,0.32049729,0.2645801,0.46123024,-1.5765691,-0.35504327,-1.0447134,-1.9506603,0.58372594,0.83206433,-0.94470209,-0.30772707,-0.89500235,-0.74361714,-1.7574276,0.74782278,-0.62181027,0.65925483,-0.77458649,-1.4867858,-0.90270986,-0.49264468,-0.36881397,0.50883535,0.85588992,-0.86474276,-1.1081012,1.0144168,-1.0852978,-0.085596726,0.2803074,0.98529008,-1.5050647,-0.94527893,0.14379611,0.0024310918,0.58002985,0.63451008
